"","date","NL_travel","NS_travel","NB_travel","PEI_travel","BC_active","AB_active","SK_active","MB_active","ON_active","QC_active","NB_active","NS_active"
"204",2021-01-20,0,2,0,0,11.1233348160573,23.8409334723998,31.4002634500764,22.7078762380932,18.0189873173295,21.4887573329976,4.05531552395187,0.234213023873435
"205",2021-01-21,0,1,0,0,11.3227957293676,23.143645403969,26.2856338281434,23.2001094495023,17.7472966268144,21.2836140649022,4.14458347573697,0.213846673971398
"206",2021-01-22,1,3,0,0,11.4273674703263,22.5366211631668,27.1083851935289,23.6054779765451,17.2052703115723,20.7043174498827,4.23385142752208,0.224029848922416
"207",2021-01-23,0,0,0,0,12.4479102015349,21.949906283581,26.811516144163,24.4089763069335,16.7188016936425,20.3907746139868,4.19559373389989,0.203663499020379
"208",2021-01-24,0,0,0,0,13.3600081643418,21.4624816143866,27.5748936996754,25.4875461378152,16.4538863320679,19.7450395541864,4.27210912114426,0.19348032406936
"209",2021-01-25,0,0,0,0,11.3150496744817,21.0743471555837,27.753015129295,25.6395593354562,16.0927612995379,19.1482591379087,4.45064502471447,0.152747624265284
"210",2021-01-26,0,1,0,0,11.0652394044136,19.5240659160628,22.4687460505814,25.2776231505966,15.6984371551993,18.2087962169716,4.33587194384791,0.112014924461208
"211",2021-01-27,1,0,0,0,11.1717476590938,18.5108544509319,21.4339453642202,25.0170290974976,14.9504408401652,18.0421173116441,4.18284116935916,0.122198099412227
"212",2021-01-28,1,0,0,1,11.5028915054632,18.1452859490361,21.0183286951079,25.0170290974976,14.6448735049474,17.790350573527,4.00430526578895,0.112014924461208
"213",2021-01-29,2,1,0,0,11.6946063638876,17.6127293660275,21.1964501247274,25.2631457032022,13.8867141965026,17.2040604380042,4.00430526578895,0.0916485745591704
"214",2021-01-30,0,3,0,0,12.4847039622426,16.992165551081,21.400017472864,25.5237397563011,13.4585134074613,16.9114981636181,3.62172832956708,0.112014924461208
"215",2021-01-31,0,0,0,0,13.4006749524925,16.9357506588131,21.4933191740933,25.3572491112657,13.1150042301766,16.4825622394185,3.62172832956708,0.101831749510189
"216",2021-02-01,0,0,0,1,10.8638419773819,16.6694723673088,20.093793655654,25.0894163344696,12.9808527171542,15.8100186843556,3.49420268415978,0.101831749510189
"217",2021-02-02,0,1,0,0,11.6558760894584,15.5975894142194,19.6781769865417,24.7636737680959,11.9293216655845,15.3006572743686,3.41768729691541,0.101831749510189
"218",2021-02-03,2,1,0,0,11.4312404977692,14.8912749630257,19.1183667791659,24.3076341751728,11.4896028173444,15.1386407160433,3.37942960329322,0.112014924461208
"219",2021-02-04,0,1,0,1,11.4777168270842,14.8664524104278,19.2116684803952,24.1773371486233,11.1650645610932,15.1083354605292,3.27740908696739,0.101831749510189
"220",2021-02-05,0,0,0,0,11.4312404977692,14.4580085904085,19.5000555569221,24.2714405566868,10.7538020944032,14.5243764985075,2.92033727982697,0.0814653996081514
"221",2021-02-06,2,0,0,0,12.2600683705534,14.1398285980177,20.4670004605711,23.9529367140103,10.4482347591855,14.3169020569109,2.83106932804187,0.0712822246571325
"222",2021-02-07,0,1,0,0,13.1605472510316,14.0856703014406,20.0429018186198,23.5692843580591,10.1318268976629,13.8879661327114,2.60152316630874,0.0814653996081514
"223",2021-02-08,0,1,0,0,7.91646809332215,13.9818668996677,18.6942681372146,11.7412098368464,9.81541903614035,13.4089099782385,2.33371931095343,0.0814653996081514
"224",2021-02-09,0,1,0,1,8.72593082889178,13.1582094725569,17.1844769718678,11.5602417444166,9.55660147061225,12.829613363219,2.34647187549416,0.0916485745591704
"225",2021-02-10,0,0,0,0,8.55939064884635,12.8761350112175,16.6925225472043,11.386512375684,9.09858923423267,12.8144607354619,2.24445135916833,0.0916485745591704
"226",2021-02-11,0,0,0,0,8.56713670373219,12.413532894621,16.4126174435164,11.4516608889587,8.81673555030678,12.8762368332407,2.06591545559812,0.112014924461208
"227",2021-02-12,0,0,0,0,8.62523211537594,12.2014128996939,16.1157483941505,11.4516608889587,8.57553384002405,12.4216580005292,2.00215263289448,0.0916485745591704
"228",2021-02-13,0,2,0,0,9.48117118026057,11.8945158857567,16.5398470361018,11.7846421790296,8.471871307234,12.2771252434619,2.05316289105739,0.101831749510189
"229",2021-02-14,1,1,0,0,10.3061260256019,11.7681465270767,15.8103973719455,11.7122549420576,8.27199910348847,12.0137026378394,1.9256372456501,0.0916485745591704
"230",2021-02-15,1,0,0,0,10.9664772046192,11.7839426969117,17.0233194879263,12.2262043245583,8.12158680100879,11.4903541868459,1.79811160024281,0.101831749510189
"231",2021-02-16,0,3,0,0,11.5435582936138,11.267182283738,13.6644582436718,11.7556872842408,7.97320709721127,10.9576810418481,1.67058595483552,0.122198099412227
"232",2021-02-17,0,1,0,0,8.18370698688341,10.9602852698008,13.07072014494,11.2489766254373,7.5551693015808,10.8597717548025,1.51755518034677,0.142564449314265
"233",2021-02-18,0,0,0,1,8.52840642930302,11.0279831405223,12.8586708239643,8.33177097546869,7.36478255835201,10.9308725465856,1.42828722856166,0.132381274363246
"234",2021-02-19,0,1,0,0,8.78789926797845,10.9219231430587,13.41848103134,8.46206800201816,7.26247509135007,10.4669690198698,1.35177184131729,0.152747624265284
"235",2021-02-20,0,2,0,0,9.76390218359351,10.8384291025022,13.5881204881206,8.73713950251148,7.18659140721617,10.0916500861951,1.12222567958416,0.183297149118341
"236",2021-02-21,0,1,1,0,10.6837462012863,10.7368822964201,14.1648946411744,8.54169396268727,7.1432293019968,9.64872712098907,1.10947311504344,0.19348032406936
"237",2021-02-22,2,0,0,0,8.93701082453075,10.5495848540908,14.0122191300719,8.76609439730024,7.11883811781091,9.45640530714959,1.08396798596198,0.19348032406936
"238",2021-02-23,0,1,0,0,9.23523393763535,10.1907861392672,12.9774184437107,8.72990077881428,7.09309186783691,9.18598918102378,0.969194905095415,0.203663499020379
"239",2021-02-24,0,0,0,2,9.28171026695035,10.2562274142979,12.0868112956129,8.63579737075078,6.92777384168807,9.31187255008235,0.828916695147394,0.213846673971398
"240",2021-02-25,0,1,0,0,9.01059834594617,10.1185750771643,12.6635854486667,8.72990077881428,6.94200203246318,9.42959681188712,0.637628227036457,0.274945723677511
"241",2021-02-26,0,2,1,0,9.28945632183619,10.1659635866693,12.8077789869301,8.65027481814516,7.09444693362502,9.19414828827758,0.535607710710624,0.356411123285662
"242",2021-02-27,0,1,0,0,10.391332629346,10.2584840099886,13.1300939548131,8.74437822620867,7.21979051902475,9.29438874882421,0.535607710710624,0.397143823089738
"243",2021-02-28,0,2,0,0,11.4467326075409,10.3442346462357,13.087684090618,8.64303609444797,7.22927597954149,9.11139162898908,0.497350017088436,0.386960648138719
